Timestamp,Hour,Day,Weekday,Is_Weekend,Consumption_Liters
2024-04-01 04:00:00,4,92,0,0,0.98
2024-04-01 05:00:00,5,92,0,0,1.24
2024-04-01 06:00:00,6,92,0,0,4.07
2024-04-01 07:00:00,7,92,0,0,4.41
2024-04-01 08:00:00,8,92,0,0,6.36
2024-04-01 09:00:00,9,92,0,0,4.65
2024-04-01 10:00:00,10,92,0,0,2.2
2024-04-01 11:00:00,11,92,0,0,3.38
2024-04-01 12:00:00,12,92,0,0,3.94
2024-04-01 13:00:00,13,92,0,0,2.12
2024-04-01 14:00:00,14,92,0,0,3.72
2024-04-01 15:00:00,15,92,0,0,7.39
2024-04-01 16:00:00,16,92,0,0,3.12
2024-04-01 17:00:00,17,92,0,0,3.66
2024-04-01 18:00:00,18,92,0,0,6.6
2024-04-01 19:00:00,19,92,0,0,4.95
2024-04-01 20:00:00,20,92,0,0,6.89
2024-04-01 21:00:00,21,92,0,0,5.23
2024-04-01 22:00:00,22,92,0,0,5.74
2024-04-01 23:00:00,23,92,0,0,2.38
2024-04-02 00:00:00,0,93,1,0,0.09
2024-04-02 01:00:00,1,93,1,0,0.7
2024-04-02 02:00:00,2,93,1,0,1.19
2024-04-02 03:00:00,3,93,1,0,1.29
2024-04-02 04:00:00,4,93,1,0,1.21
2024-04-02 05:00:00,5,93,1,0,0.88
2024-04-02 06:00:00,6,93,1,0,9.0
2024-04-02 07:00:00,7,93,1,0,4.03
2024-04-02 08:00:00,8,93,1,0,5.28
2024-04-02 09:00:00,9,93,1,0,4.7
2024-04-02 10:00:00,10,93,1,0,4.14
2024-04-02 11:00:00,11,93,1,0,6.6
2024-04-02 12:00:00,12,93,1,0,3.55
2024-04-02 13:00:00,13,93,1,0,2.6
2024-04-02 14:00:00,14,93,1,0,3.6
2024-04-02 15:00:00,15,93,1,0,2.14
2024-04-02 16:00:00,16,93,1,0,4.02
2024-04-02 17:00:00,17,93,1,0,3.01
2024-04-02 18:00:00,18,93,1,0,5.28
2024-04-02 19:00:00,19,93,1,0,5.64
2024-04-02 20:00:00,20,93,1,0,5.1
2024-04-02 21:00:00,21,93,1,0,5.73
2024-04-02 22:00:00,22,93,1,0,4.59
2024-04-02 23:00:00,23,93,1,0,2.91
2024-04-03 00:00:00,0,94,2,0,0.72
2024-04-03 01:00:00,1,94,2,0,1.42
2024-04-03 02:00:00,2,94,2,0,1.1
2024-04-03 03:00:00,3,94,2,0,0.51
2024-04-03 04:00:00,4,94,2,0,0.91
2024-04-03 05:00:00,5,94,2,0,1.6
2024-04-03 06:00:00,6,94,2,0,4.54
2024-04-03 07:00:00,7,94,2,0,3.92
2024-04-03 08:00:00,8,94,2,0,5.55
2024-04-03 09:00:00,9,94,2,0,2.83
2024-04-03 10:00:00,10,94,2,0,2.81
2024-04-03 11:00:00,11,94,2,0,3.9
2024-04-03 12:00:00,12,94,2,0,2.85
2024-04-03 13:00:00,13,94,2,0,3.66
2024-04-03 14:00:00,14,94,2,0,2.24
2024-04-03 15:00:00,15,94,2,0,7.44
2024-04-03 16:00:00,16,94,2,0,2.49
2024-04-03 17:00:00,17,94,2,0,2.53
2024-04-03 18:00:00,18,94,2,0,4.5
2024-04-03 19:00:00,19,94,2,0,6.03
2024-04-03 20:00:00,20,94,2,0,5.68
2024-04-03 21:00:00,21,94,2,0,7.24
2024-04-03 22:00:00,22,94,2,0,4.59
2024-04-03 23:00:00,23,94,2,0,6.41
2024-04-04 00:00:00,0,95,3,0,0.77
2024-04-04 01:00:00,1,95,3,0,1.86
2024-04-04 02:00:00,2,95,3,0,1.18
2024-04-04 03:00:00,3,95,3,0,1.63
2024-04-04 04:00:00,4,95,3,0,1.55
2024-04-04 05:00:00,5,95,3,0,1.21
2024-04-04 06:00:00,6,95,3,0,5.39
2024-04-04 07:00:00,7,95,3,0,5.84
2024-04-04 08:00:00,8,95,3,0,5.52
2024-04-04 09:00:00,9,95,3,0,3.78
2024-04-04 10:00:00,10,95,3,0,1.59
2024-04-04 11:00:00,11,95,3,0,1.02
2024-04-04 12:00:00,12,95,3,0,2.84
2024-04-04 13:00:00,13,95,3,0,3.97
2024-04-04 14:00:00,14,95,3,0,2.03
2024-04-04 15:00:00,15,95,3,0,2.98
2024-04-04 16:00:00,16,95,3,0,2.83
2024-04-04 17:00:00,17,95,3,0,3.44
2024-04-04 18:00:00,18,95,3,0,6.84
2024-04-04 19:00:00,19,95,3,0,8.59
2024-04-04 20:00:00,20,95,3,0,6.3
2024-04-04 21:00:00,21,95,3,0,5.04
2024-04-04 22:00:00,22,95,3,0,5.32
2024-04-04 23:00:00,23,95,3,0,1.76
2024-04-05 00:00:00,0,96,4,0,0.68
2024-04-05 01:00:00,1,96,4,0,1.83
2024-04-05 02:00:00,2,96,4,0,1.33
2024-04-05 03:00:00,3,96,4,0,0.18
2024-04-05 04:00:00,4,96,4,0,1.24
2024-04-05 05:00:00,5,96,4,0,0.47
2024-04-05 06:00:00,6,96,4,0,5.69
2024-04-05 07:00:00,7,96,4,0,6.11
2024-04-05 08:00:00,8,96,4,0,4.77
2024-04-05 09:00:00,9,96,4,0,4.42
2024-04-05 10:00:00,10,96,4,0,4.03
2024-04-05 11:00:00,11,96,4,0,2.51
2024-04-05 12:00:00,12,96,4,0,2.44
2024-04-05 13:00:00,13,96,4,0,2.33
2024-04-05 14:00:00,14,96,4,0,2.94
2024-04-05 15:00:00,15,96,4,0,7.21
2024-04-05 16:00:00,16,96,4,0,2.79
2024-04-05 17:00:00,17,96,4,0,3.19
2024-04-05 18:00:00,18,96,4,0,5.42
2024-04-05 19:00:00,19,96,4,0,6.15
2024-04-05 20:00:00,20,96,4,0,7.54
2024-04-05 21:00:00,21,96,4,0,5.25
2024-04-05 22:00:00,22,96,4,0,5.85
2024-04-05 23:00:00,23,96,4,0,2.29
2024-04-06 00:00:00,0,97,5,1,1.32
2024-04-06 01:00:00,1,97,5,1,1.6
2024-04-06 02:00:00,2,97,5,1,1.25
2024-04-06 03:00:00,3,97,5,1,0.41
2024-04-06 04:00:00,4,97,5,1,1.3
2024-04-06 05:00:00,5,97,5,1,4.7
2024-04-06 06:00:00,6,97,5,1,5.03
2024-04-06 07:00:00,7,97,5,1,2.11
2024-04-06 08:00:00,8,97,5,1,4.55
2024-04-06 09:00:00,9,97,5,1,6.25
2024-04-06 10:00:00,10,97,5,1,2.91
2024-04-06 11:00:00,11,97,5,1,3.75
2024-04-06 12:00:00,12,97,5,1,3.41
2024-04-06 13:00:00,13,97,5,1,3.42
2024-04-06 14:00:00,14,97,5,1,2.69
2024-04-06 15:00:00,15,97,5,1,3.86
2024-04-06 16:00:00,16,97,5,1,3.58
2024-04-06 17:00:00,17,97,5,1,3.3
2024-04-06 18:00:00,18,97,5,1,5.2
2024-04-06 19:00:00,19,97,5,1,8.98
2024-04-06 20:00:00,20,97,5,1,7.07
2024-04-06 21:00:00,21,97,5,1,7.61
2024-04-06 22:00:00,22,97,5,1,5.54
2024-04-06 23:00:00,23,97,5,1,1.93
2024-04-07 00:00:00,0,98,6,1,1.54
2024-04-07 01:00:00,1,98,6,1,1.27
2024-04-07 02:00:00,2,98,6,1,0.57
2024-04-07 03:00:00,3,98,6,1,0.0
2024-04-07 04:00:00,4,98,6,1,2.55
2024-04-07 05:00:00,5,98,6,1,0.97
2024-04-07 06:00:00,6,98,6,1,6.08
2024-04-07 07:00:00,7,98,6,1,4.83
2024-04-07 08:00:00,8,98,6,1,6.39
2024-04-07 09:00:00,9,98,6,1,3.46
2024-04-07 10:00:00,10,98,6,1,2.17
2024-04-07 11:00:00,11,98,6,1,3.08
2024-04-07 12:00:00,12,98,6,1,4.41
2024-04-07 13:00:00,13,98,6,1,2.87
2024-04-07 14:00:00,14,98,6,1,3.56
2024-04-07 15:00:00,15,98,6,1,3.1
2024-04-07 16:00:00,16,98,6,1,3.32
2024-04-07 17:00:00,17,98,6,1,3.04
2024-04-07 18:00:00,18,98,6,1,7.57
2024-04-07 19:00:00,19,98,6,1,6.8
2024-04-07 20:00:00,20,98,6,1,7.15
2024-04-07 21:00:00,21,98,6,1,4.58
2024-04-07 22:00:00,22,98,6,1,7.73
2024-04-07 23:00:00,23,98,6,1,2.41
2024-04-08 00:00:00,0,99,0,0,1.68
2024-04-08 01:00:00,1,99,0,0,0.67
2024-04-08 02:00:00,2,99,0,0,1.34
2024-04-08 03:00:00,3,99,0,0,0.93
2024-04-08 04:00:00,4,99,0,0,0.0
2024-04-08 05:00:00,5,99,0,0,0.74
2024-04-08 06:00:00,6,99,0,0,4.44
2024-04-08 07:00:00,7,99,0,0,5.48
2024-04-08 08:00:00,8,99,0,0,5.53
2024-04-08 09:00:00,9,99,0,0,5.15
2024-04-08 10:00:00,10,99,0,0,3.61
2024-04-08 11:00:00,11,99,0,0,3.66
2024-04-08 12:00:00,12,99,0,0,2.67
2024-04-08 13:00:00,13,99,0,0,2.42
2024-04-08 14:00:00,14,99,0,0,2.95
2024-04-08 15:00:00,15,99,0,0,1.82
2024-04-08 16:00:00,16,99,0,0,3.1
2024-04-08 17:00:00,17,99,0,0,2.63
2024-04-08 18:00:00,18,99,0,0,9.69
2024-04-08 19:00:00,19,99,0,0,7.63
2024-04-08 20:00:00,20,99,0,0,5.27
2024-04-08 21:00:00,21,99,0,0,4.78
2024-04-08 22:00:00,22,99,0,0,5.18
2024-04-08 23:00:00,23,99,0,0,2.48
2024-04-09 00:00:00,0,100,1,0,1.5
2024-04-09 01:00:00,1,100,1,0,1.69
2024-04-09 02:00:00,2,100,1,0,0.57
2024-04-09 03:00:00,3,100,1,0,1.24
2024-04-09 04:00:00,4,100,1,0,0.61
2024-04-09 05:00:00,5,100,1,0,1.8
2024-04-09 06:00:00,6,100,1,0,4.18
2024-04-09 07:00:00,7,100,1,0,3.78
2024-04-09 08:00:00,8,100,1,0,3.94
2024-04-09 09:00:00,9,100,1,0,4.99
2024-04-09 10:00:00,10,100,1,0,3.47
2024-04-09 11:00:00,11,100,1,0,3.42
2024-04-09 12:00:00,12,100,1,0,2.28
2024-04-09 13:00:00,13,100,1,0,2.74
2024-04-09 14:00:00,14,100,1,0,2.65
2024-04-09 15:00:00,15,100,1,0,2.19
2024-04-09 16:00:00,16,100,1,0,2.64
2024-04-09 17:00:00,17,100,1,0,3.93
2024-04-09 18:00:00,18,100,1,0,4.47
2024-04-09 19:00:00,19,100,1,0,6.25
2024-04-09 20:00:00,20,100,1,0,7.62
2024-04-09 21:00:00,21,100,1,0,7.55
2024-04-09 22:00:00,22,100,1,0,8.0
2024-04-09 23:00:00,23,100,1,0,2.15
2024-04-10 00:00:00,0,101,2,0,1.22
2024-04-10 01:00:00,1,101,2,0,0.75
2024-04-10 02:00:00,2,101,2,0,0.35
2024-04-10 03:00:00,3,101,2,0,4.13
2024-04-10 04:00:00,4,101,2,0,2.07
2024-04-10 05:00:00,5,101,2,0,1.45
2024-04-10 06:00:00,6,101,2,0,4.63
2024-04-10 07:00:00,7,101,2,0,4.72
2024-04-10 08:00:00,8,101,2,0,5.39
2024-04-10 09:00:00,9,101,2,0,5.0
2024-04-10 10:00:00,10,101,2,0,2.03
2024-04-10 11:00:00,11,101,2,0,3.9
2024-04-10 12:00:00,12,101,2,0,4.54
2024-04-10 13:00:00,13,101,2,0,3.84
2024-04-10 14:00:00,14,101,2,0,3.72
2024-04-10 15:00:00,15,101,2,0,2.72
2024-04-10 16:00:00,16,101,2,0,4.07
2024-04-10 17:00:00,17,101,2,0,3.26
2024-04-10 18:00:00,18,101,2,0,7.27
2024-04-10 19:00:00,19,101,2,0,6.24
2024-04-10 20:00:00,20,101,2,0,4.64
2024-04-10 21:00:00,21,101,2,0,5.82
2024-04-10 22:00:00,22,101,2,0,6.96
2024-04-10 23:00:00,23,101,2,0,1.8
2024-04-11 00:00:00,0,102,3,0,1.11
2024-04-11 01:00:00,1,102,3,0,0.79
2024-04-11 02:00:00,2,102,3,0,0.64
2024-04-11 03:00:00,3,102,3,0,0.0
2024-04-11 04:00:00,4,102,3,0,0.0
2024-04-11 05:00:00,5,102,3,0,0.52
2024-04-11 06:00:00,6,102,3,0,4.49
2024-04-11 07:00:00,7,102,3,0,6.14
2024-04-11 08:00:00,8,102,3,0,4.07
2024-04-11 09:00:00,9,102,3,0,4.04
2024-04-11 10:00:00,10,102,3,0,8.15
2024-04-11 11:00:00,11,102,3,0,3.68
2024-04-11 12:00:00,12,102,3,0,1.53
2024-04-11 13:00:00,13,102,3,0,3.48
2024-04-11 14:00:00,14,102,3,0,2.92
2024-04-11 15:00:00,15,102,3,0,3.4
2024-04-11 16:00:00,16,102,3,0,3.5
2024-04-11 17:00:00,17,102,3,0,5.18
2024-04-11 18:00:00,18,102,3,0,5.49
2024-04-11 19:00:00,19,102,3,0,5.46
2024-04-11 20:00:00,20,102,3,0,6.88
2024-04-11 21:00:00,21,102,3,0,4.47
2024-04-11 22:00:00,22,102,3,0,5.12
2024-04-11 23:00:00,23,102,3,0,1.93
2024-04-12 00:00:00,0,103,4,0,5.35
2024-04-12 01:00:00,1,103,4,0,5.07
2024-04-12 02:00:00,2,103,4,0,0.0
2024-04-12 03:00:00,3,103,4,0,2.02
2024-04-12 04:00:00,4,103,4,0,0.97
2024-04-12 05:00:00,5,103,4,0,0.63
2024-04-12 06:00:00,6,103,4,0,7.28
2024-04-12 07:00:00,7,103,4,0,3.77
2024-04-12 08:00:00,8,103,4,0,6.29
2024-04-12 09:00:00,9,103,4,0,5.01
2024-04-12 10:00:00,10,103,4,0,3.51
2024-04-12 11:00:00,11,103,4,0,3.38
2024-04-12 12:00:00,12,103,4,0,6.24
2024-04-12 13:00:00,13,103,4,0,4.68
2024-04-12 14:00:00,14,103,4,0,3.64
2024-04-12 15:00:00,15,103,4,0,4.44
2024-04-12 16:00:00,16,103,4,0,2.41
2024-04-12 17:00:00,17,103,4,0,3.09
2024-04-12 18:00:00,18,103,4,0,5.98
2024-04-12 19:00:00,19,103,4,0,3.84
2024-04-12 20:00:00,20,103,4,0,6.52
2024-04-12 21:00:00,21,103,4,0,7.0
2024-04-12 22:00:00,22,103,4,0,5.61
2024-04-12 23:00:00,23,103,4,0,2.37
2024-04-13 00:00:00,0,104,5,1,1.64
2024-04-13 01:00:00,1,104,5,1,0.91
2024-04-13 02:00:00,2,104,5,1,1.23
2024-04-13 03:00:00,3,104,5,1,1.27
2024-04-13 04:00:00,4,104,5,1,0.82
2024-04-13 05:00:00,5,104,5,1,0.23
2024-04-13 06:00:00,6,104,5,1,8.45
2024-04-13 07:00:00,7,104,5,1,6.52
2024-04-13 08:00:00,8,104,5,1,6.97
2024-04-13 09:00:00,9,104,5,1,8.18
2024-04-13 10:00:00,10,104,5,1,3.56
2024-04-13 11:00:00,11,104,5,1,3.1
2024-04-13 12:00:00,12,104,5,1,4.99
2024-04-13 13:00:00,13,104,5,1,3.43
2024-04-13 14:00:00,14,104,5,1,6.76
2024-04-13 15:00:00,15,104,5,1,2.32
2024-04-13 16:00:00,16,104,5,1,3.15
2024-04-13 17:00:00,17,104,5,1,3.65
2024-04-13 18:00:00,18,104,5,1,7.65
2024-04-13 19:00:00,19,104,5,1,7.04
2024-04-13 20:00:00,20,104,5,1,5.55
2024-04-13 21:00:00,21,104,5,1,9.82
2024-04-13 22:00:00,22,104,5,1,7.55
2024-04-13 23:00:00,23,104,5,1,2.42
2024-04-14 00:00:00,0,105,6,1,0.67
2024-04-14 01:00:00,1,105,6,1,0.18
2024-04-14 02:00:00,2,105,6,1,0.69
2024-04-14 03:00:00,3,105,6,1,1.31
2024-04-14 04:00:00,4,105,6,1,1.65
2024-04-14 05:00:00,5,105,6,1,1.61
2024-04-14 06:00:00,6,105,6,1,6.84
2024-04-14 07:00:00,7,105,6,1,5.81
2024-04-14 08:00:00,8,105,6,1,4.84
2024-04-14 09:00:00,9,105,6,1,4.69
2024-04-14 10:00:00,10,105,6,1,3.38
2024-04-14 11:00:00,11,105,6,1,4.75
2024-04-14 12:00:00,12,105,6,1,4.51
2024-04-14 13:00:00,13,105,6,1,2.57
2024-04-14 14:00:00,14,105,6,1,3.05
2024-04-14 15:00:00,15,105,6,1,2.04
2024-04-14 16:00:00,16,105,6,1,1.91
2024-04-14 17:00:00,17,105,6,1,2.53
2024-04-14 18:00:00,18,105,6,1,5.02
2024-04-14 19:00:00,19,105,6,1,9.89
2024-04-14 20:00:00,20,105,6,1,5.64
2024-04-14 21:00:00,21,105,6,1,5.91
2024-04-14 22:00:00,22,105,6,1,3.97
2024-04-14 23:00:00,23,105,6,1,2.55
2024-04-15 00:00:00,0,106,0,0,1.23
2024-04-15 01:00:00,1,106,0,0,1.11
2024-04-15 02:00:00,2,106,0,0,1.5
2024-04-15 03:00:00,3,106,0,0,1.09
2024-04-15 04:00:00,4,106,0,0,1.13
2024-04-15 05:00:00,5,106,0,0,0.69
2024-04-15 06:00:00,6,106,0,0,4.77
2024-04-15 07:00:00,7,106,0,0,6.44
2024-04-15 08:00:00,8,106,0,0,5.44
2024-04-15 09:00:00,9,106,0,0,5.62
2024-04-15 10:00:00,10,106,0,0,3.18
2024-04-15 11:00:00,11,106,0,0,2.89
2024-04-15 12:00:00,12,106,0,0,1.8
2024-04-15 13:00:00,13,106,0,0,3.86
2024-04-15 14:00:00,14,106,0,0,3.51
2024-04-15 15:00:00,15,106,0,0,3.04
2024-04-15 16:00:00,16,106,0,0,4.76
2024-04-15 17:00:00,17,106,0,0,3.57
2024-04-15 18:00:00,18,106,0,0,5.38
2024-04-15 19:00:00,19,106,0,0,4.56
2024-04-15 20:00:00,20,106,0,0,5.73
2024-04-15 21:00:00,21,106,0,0,4.89
2024-04-15 22:00:00,22,106,0,0,5.49
2024-04-15 23:00:00,23,106,0,0,2.21
2024-04-16 00:00:00,0,107,1,0,1.9
2024-04-16 01:00:00,1,107,1,0,1.25
2024-04-16 02:00:00,2,107,1,0,1.15
2024-04-16 03:00:00,3,107,1,0,2.03
2024-04-16 04:00:00,4,107,1,0,1.09
2024-04-16 05:00:00,5,107,1,0,1.42
2024-04-16 06:00:00,6,107,1,0,5.75
2024-04-16 07:00:00,7,107,1,0,5.65
2024-04-16 08:00:00,8,107,1,0,4.4
2024-04-16 09:00:00,9,107,1,0,3.44
2024-04-16 10:00:00,10,107,1,0,3.57
2024-04-16 11:00:00,11,107,1,0,3.3
2024-04-16 12:00:00,12,107,1,0,2.32
2024-04-16 13:00:00,13,107,1,0,2.62
2024-04-16 14:00:00,14,107,1,0,2.43
2024-04-16 15:00:00,15,107,1,0,2.21
2024-04-16 16:00:00,16,107,1,0,1.86
2024-04-16 17:00:00,17,107,1,0,4.42
2024-04-16 18:00:00,18,107,1,0,6.33
2024-04-16 19:00:00,19,107,1,0,6.5
2024-04-16 20:00:00,20,107,1,0,7.31
2024-04-16 21:00:00,21,107,1,0,5.34
2024-04-16 22:00:00,22,107,1,0,4.4
2024-04-16 23:00:00,23,107,1,0,2.36
2024-04-17 00:00:00,0,108,2,0,0.4
2024-04-17 01:00:00,1,108,2,0,1.35
2024-04-17 02:00:00,2,108,2,0,0.26
2024-04-17 03:00:00,3,108,2,0,0.37
2024-04-17 04:00:00,4,108,2,0,0.68
2024-04-17 05:00:00,5,108,2,0,1.33
2024-04-17 06:00:00,6,108,2,0,6.62
2024-04-17 07:00:00,7,108,2,0,5.42
2024-04-17 08:00:00,8,108,2,0,4.39
2024-04-17 09:00:00,9,108,2,0,5.91
2024-04-17 10:00:00,10,108,2,0,1.95
2024-04-17 11:00:00,11,108,2,0,2.36
2024-04-17 12:00:00,12,108,2,0,3.06
2024-04-17 13:00:00,13,108,2,0,3.53
2024-04-17 14:00:00,14,108,2,0,2.85
2024-04-17 15:00:00,15,108,2,0,2.78
2024-04-17 16:00:00,16,108,2,0,2.82
2024-04-17 17:00:00,17,108,2,0,3.76
2024-04-17 18:00:00,18,108,2,0,5.09
2024-04-17 19:00:00,19,108,2,0,4.83
2024-04-17 20:00:00,20,108,2,0,5.67
2024-04-17 21:00:00,21,108,2,0,7.48
2024-04-17 22:00:00,22,108,2,0,5.21
2024-04-17 23:00:00,23,108,2,0,1.87
2024-04-18 00:00:00,0,109,3,0,0.24
2024-04-18 01:00:00,1,109,3,0,0.89
2024-04-18 02:00:00,2,109,3,0,1.11
2024-04-18 03:00:00,3,109,3,0,3.12
2024-04-18 04:00:00,4,109,3,0,1.09
2024-04-18 05:00:00,5,109,3,0,0.52
2024-04-18 06:00:00,6,109,3,0,3.39
2024-04-18 07:00:00,7,109,3,0,4.3
2024-04-18 08:00:00,8,109,3,0,6.23
2024-04-18 09:00:00,9,109,3,0,4.82
2024-04-18 10:00:00,10,109,3,0,2.3
2024-04-18 11:00:00,11,109,3,0,2.32
2024-04-18 12:00:00,12,109,3,0,3.64
2024-04-18 13:00:00,13,109,3,0,2.53
2024-04-18 14:00:00,14,109,3,0,3.3
2024-04-18 15:00:00,15,109,3,0,2.79
2024-04-18 16:00:00,16,109,3,0,3.24
2024-04-18 17:00:00,17,109,3,0,3.64
2024-04-18 18:00:00,18,109,3,0,7.2
2024-04-18 19:00:00,19,109,3,0,4.92
2024-04-18 20:00:00,20,109,3,0,5.81
2024-04-18 21:00:00,21,109,3,0,5.42
2024-04-18 22:00:00,22,109,3,0,7.36
2024-04-18 23:00:00,23,109,3,0,1.54
2024-04-19 00:00:00,0,110,4,0,1.2
2024-04-19 01:00:00,1,110,4,0,1.18
2024-04-19 02:00:00,2,110,4,0,0.59
2024-04-19 03:00:00,3,110,4,0,0.2
2024-04-19 04:00:00,4,110,4,0,0.69
2024-04-19 05:00:00,5,110,4,0,0.85
2024-04-19 06:00:00,6,110,4,0,4.76
2024-04-19 07:00:00,7,110,4,0,4.67
2024-04-19 08:00:00,8,110,4,0,5.64
2024-04-19 09:00:00,9,110,4,0,5.8
2024-04-19 10:00:00,10,110,4,0,3.75
2024-04-19 11:00:00,11,110,4,0,6.88
2024-04-19 12:00:00,12,110,4,0,2.23
2024-04-19 13:00:00,13,110,4,0,2.95
2024-04-19 14:00:00,14,110,4,0,3.3
2024-04-19 15:00:00,15,110,4,0,3.52
2024-04-19 16:00:00,16,110,4,0,3.43
2024-04-19 17:00:00,17,110,4,0,2.61
2024-04-19 18:00:00,18,110,4,0,4.91
2024-04-19 19:00:00,19,110,4,0,8.02
2024-04-19 20:00:00,20,110,4,0,7.01
2024-04-19 21:00:00,21,110,4,0,6.03
2024-04-19 22:00:00,22,110,4,0,7.62
2024-04-19 23:00:00,23,110,4,0,1.24
2024-04-20 00:00:00,0,111,5,1,0.39
2024-04-20 01:00:00,1,111,5,1,0.0
2024-04-20 02:00:00,2,111,5,1,1.06
2024-04-20 03:00:00,3,111,5,1,1.28
2024-04-20 04:00:00,4,111,5,1,1.14
2024-04-20 05:00:00,5,111,5,1,1.76
2024-04-20 06:00:00,6,111,5,1,3.47
2024-04-20 07:00:00,7,111,5,1,6.23
2024-04-20 08:00:00,8,111,5,1,4.92
2024-04-20 09:00:00,9,111,5,1,6.29
2024-04-20 10:00:00,10,111,5,1,3.24
2024-04-20 11:00:00,11,111,5,1,3.24
2024-04-20 12:00:00,12,111,5,1,3.51
2024-04-20 13:00:00,13,111,5,1,1.72
2024-04-20 14:00:00,14,111,5,1,3.44
2024-04-20 15:00:00,15,111,5,1,2.77
2024-04-20 16:00:00,16,111,5,1,7.52
2024-04-20 17:00:00,17,111,5,1,3.36
2024-04-20 18:00:00,18,111,5,1,4.49
2024-04-20 19:00:00,19,111,5,1,8.62
2024-04-20 20:00:00,20,111,5,1,3.72
2024-04-20 21:00:00,21,111,5,1,5.72
2024-04-20 22:00:00,22,111,5,1,7.01
2024-04-20 23:00:00,23,111,5,1,1.61
2024-04-21 00:00:00,0,112,6,1,2.02
2024-04-21 01:00:00,1,112,6,1,1.88
2024-04-21 02:00:00,2,112,6,1,0.3
2024-04-21 03:00:00,3,112,6,1,1.6
2024-04-21 04:00:00,4,112,6,1,0.01
2024-04-21 05:00:00,5,112,6,1,0.95
2024-04-21 06:00:00,6,112,6,1,5.47
2024-04-21 07:00:00,7,112,6,1,7.16
2024-04-21 08:00:00,8,112,6,1,5.45
2024-04-21 09:00:00,9,112,6,1,5.38
2024-04-21 10:00:00,10,112,6,1,4.13
2024-04-21 11:00:00,11,112,6,1,1.94
2024-04-21 12:00:00,12,112,6,1,4.02
2024-04-21 13:00:00,13,112,6,1,3.03
2024-04-21 14:00:00,14,112,6,1,4.55
2024-04-21 15:00:00,15,112,6,1,2.54
2024-04-21 16:00:00,16,112,6,1,4.35
2024-04-21 17:00:00,17,112,6,1,1.78
2024-04-21 18:00:00,18,112,6,1,8.61
2024-04-21 19:00:00,19,112,6,1,6.63
2024-04-21 20:00:00,20,112,6,1,4.58
2024-04-21 21:00:00,21,112,6,1,6.3
2024-04-21 22:00:00,22,112,6,1,10.39
2024-04-21 23:00:00,23,112,6,1,5.44
2024-04-22 00:00:00,0,113,0,0,1.25
2024-04-22 01:00:00,1,113,0,0,1.31
2024-04-22 02:00:00,2,113,0,0,0.63
2024-04-22 03:00:00,3,113,0,0,0.67
2024-04-22 04:00:00,4,113,0,0,0.57
2024-04-22 05:00:00,5,113,0,0,0.69
2024-04-22 06:00:00,6,113,0,0,4.82
2024-04-22 07:00:00,7,113,0,0,4.89
2024-04-22 08:00:00,8,113,0,0,6.32
2024-04-22 09:00:00,9,113,0,0,5.21
2024-04-22 10:00:00,10,113,0,0,7.84
2024-04-22 11:00:00,11,113,0,0,4.75
2024-04-22 12:00:00,12,113,0,0,3.31
2024-04-22 13:00:00,13,113,0,0,2.36
2024-04-22 14:00:00,14,113,0,0,2.06
2024-04-22 15:00:00,15,113,0,0,4.49
2024-04-22 16:00:00,16,113,0,0,4.19
2024-04-22 17:00:00,17,113,0,0,1.38
2024-04-22 18:00:00,18,113,0,0,7.97
2024-04-22 19:00:00,19,113,0,0,4.58
2024-04-22 20:00:00,20,113,0,0,10.36
2024-04-22 21:00:00,21,113,0,0,5.11
2024-04-22 22:00:00,22,113,0,0,6.09
2024-04-22 23:00:00,23,113,0,0,2.52
2024-04-23 00:00:00,0,114,1,0,0.48
2024-04-23 01:00:00,1,114,1,0,0.99
2024-04-23 02:00:00,2,114,1,0,1.02
2024-04-23 03:00:00,3,114,1,0,1.35
2024-04-23 04:00:00,4,114,1,0,4.63
2024-04-23 05:00:00,5,114,1,0,0.5
2024-04-23 06:00:00,6,114,1,0,4.52
2024-04-23 07:00:00,7,114,1,0,3.88
2024-04-23 08:00:00,8,114,1,0,5.01
2024-04-23 09:00:00,9,114,1,0,4.2
2024-04-23 10:00:00,10,114,1,0,3.59
2024-04-23 11:00:00,11,114,1,0,4.43
2024-04-23 12:00:00,12,114,1,0,2.73
2024-04-23 13:00:00,13,114,1,0,4.05
2024-04-23 14:00:00,14,114,1,0,1.94
2024-04-23 15:00:00,15,114,1,0,3.66
2024-04-23 16:00:00,16,114,1,0,3.16
2024-04-23 17:00:00,17,114,1,0,3.35
2024-04-23 18:00:00,18,114,1,0,10.1
2024-04-23 19:00:00,19,114,1,0,6.38
2024-04-23 20:00:00,20,114,1,0,6.14
2024-04-23 21:00:00,21,114,1,0,6.55
2024-04-23 22:00:00,22,114,1,0,5.74
2024-04-23 23:00:00,23,114,1,0,2.49
2024-04-24 00:00:00,0,115,2,0,0.36
2024-04-24 01:00:00,1,115,2,0,0.81
2024-04-24 02:00:00,2,115,2,0,1.33
2024-04-24 03:00:00,3,115,2,0,1.88
2024-04-24 04:00:00,4,115,2,0,1.52
2024-04-24 05:00:00,5,115,2,0,1.05
2024-04-24 06:00:00,6,115,2,0,4.83
2024-04-24 07:00:00,7,115,2,0,4.67
2024-04-24 08:00:00,8,115,2,0,4.68
2024-04-24 09:00:00,9,115,2,0,3.22
